round,coordinate,swept_value,new_evaluation,selected,attempt_no,drop,vmult,tp,stop_atr,slippage,n,n_candidates,n_after_overlap,floor_margin,feasible,mean_net,median_net,std_net,se_net,win_rate,mean_r,both_touch_share,tp_boundary_share,mean_hold_bars,distinct_entry_days,max_entries_per_day,days_at_cap,n_outside_window,mean_net_outside_window,trade_hash,by_year_n,share_tp,share_tp_gap,share_stop,share_stop_gap,share_time,control_all_days,control_same_day
1,tp,0.02,True,False,10,0.04,1.5,0.02,1.5,0.001,794,1082,948,2.1173333333333333,True,-0.0020186597579055564,0.016634504824276197,0.03367923586611898,0.001195231356526541,0.7153652392947103,0.00970409389309646,0.003778337531486146,0.0,1.4193954659949621,490,5,17,734,-0.001784505841027337,a5ae76182284,"{""2015"": 80, ""2016"": 150, ""2017"": 132, ""2018"": 188, ""2019"": 118, ""2020"": 123, ""2021"": 3}",0.6574307304785895,0.04030226700251889,0.16498740554156172,0.02518891687657431,0.11209068010075567,-0.005006191905644127,-0.006306786625726184
1,tp,0.03,False,False,3,0.04,1.5,0.03,1.5,0.001,740,1082,922,1.9733333333333334,True,4.5162446397074354e-05,0.026601509773533927,0.04023269351945367,0.0014789832280860558,0.6486486486486487,0.047176541307194404,0.0013513513513513514,0.0,2.1067567567567567,473,5,11,686,0.00037941374892340755,f017a42a8657,"{""2015"": 73, ""2016"": 139, ""2017"": 123, ""2018"": 172, ""2019"": 114, ""2020"": 116, ""2021"": 3}",0.5432432432432432,0.0445945945945946,0.17567567567567569,0.03513513513513514,0.20135135135135135,-0.004455564638727655,-0.005852806682318307
1,tp,0.04,True,False,11,0.04,1.5,0.04,1.5,0.001,700,1082,902,1.8666666666666667,True,0.0016252023462784682,0.02750523569984309,0.04453845445737015,0.0016833953467625376,0.6,0.07362721653964681,0.0014285714285714286,0.0,2.664285714285714,455,5,10,649,0.002158752509822728,05f01430afc4,"{""2015"": 72, ""2016"": 127, ""2017"": 120, ""2018"": 161, ""2019"": 106, ""2020"": 111, ""2021"": 3}",0.42857142857142855,0.055714285714285716,0.18285714285714286,0.03857142857142857,0.29428571428571426,-0.0037934599262808644,-0.004787593268462247
1,tp,0.05,True,True,12,0.04,1.5,0.05,1.5,0.001,680,1082,889,1.8133333333333332,True,0.002335865182471045,0.011755131163250887,0.047472468939251035,0.0018204860805274903,0.5661764705882353,0.08353820396819213,0.0014705882352941176,0.0,3.0926470588235295,448,5,8,634,0.0025971646846858704,bbf2c6fd4cc0,"{""2015"": 69, ""2016"": 125, ""2017"": 117, ""2018"": 155, ""2019"": 106, ""2020"": 105, ""2021"": 3}",0.3352941176470588,0.04264705882352941,0.18676470588235294,0.041176470588235294,0.3941176470588235,-0.003181721488513518,-0.004070136691367606
1,stop_atr,0.5,True,False,13,0.04,1.5,0.05,0.5,0.001,864,1082,1013,2.304,True,-0.000760378887898773,-0.018172413078780147,0.033793785901594625,0.0011496879435523167,0.3611111111111111,0.12088417768024182,0.010416666666666666,0.0,1.4421296296296295,510,5,19,803,-0.0005462681878706292,07c3416a1d1d,"{""2015"": 89, ""2016"": 160, ""2017"": 143, ""2018"": 206, ""2019"": 133, ""2020"": 130, ""2021"": 3}",0.2465277777777778,0.03009259259259259,0.5682870370370371,0.047453703703703706,0.1076388888888889,-0.004317635577216735,-0.004076888977944964
1,stop_atr,1.0,True,False,14,0.04,1.5,0.05,1.0,0.001,767,1082,949,2.0453333333333332,True,0.00044349462244103817,0.0011399510220349018,0.043428713168843426,0.0015681199463798221,0.5045632333767927,0.08447969751760437,0.0,0.0,2.4159061277705347,481,5,7,717,0.0004338868364511358,9c824b05f814,"{""2015"": 78, ""2016"": 142, ""2017"": 129, ""2018"": 183, ""2019"": 117, ""2020"": 115, ""2021"": 3}",0.3116036505867014,0.041720990873533245,0.35853976531942633,0.03650586701434159,0.2516297262059974,-0.003630568551213923,-0.004104495131780559
1,stop_atr,1.5,False,True,12,0.04,1.5,0.05,1.5,0.001,680,1082,889,1.8133333333333332,True,0.002335865182471045,0.011755131163250887,0.047472468939251035,0.0018204860805274903,0.5661764705882353,0.08353820396819213,0.0014705882352941176,0.0,3.0926470588235295,448,5,8,634,0.0025971646846858704,bbf2c6fd4cc0,"{""2015"": 69, ""2016"": 125, ""2017"": 117, ""2018"": 155, ""2019"": 106, ""2020"": 105, ""2021"": 3}",0.3352941176470588,0.04264705882352941,0.18676470588235294,0.041176470588235294,0.3941176470588235,-0.003181721488513518,-0.004070136691367606
1,stop_atr,2.0,True,False,15,0.04,1.5,0.05,2.0,0.001,641,1082,856,1.7093333333333334,True,0.0012490585514143412,0.011941700958206791,0.049971206447313773,0.001973743986879026,0.5694227769110765,0.049782968809987733,0.0015600624024961,0.0,3.433697347893916,431,5,5,600,0.0019297340721460261,464d64ca238e,"{""2015"": 65, ""2016"": 119, ""2017"": 111, ""2018"": 147, ""2019"": 101, ""2020"": 95, ""2021"": 3}",0.33541341653666146,0.0390015600624025,0.10920436817472699,0.028081123244929798,0.48829953198127923,-0.002922126727954634,-0.003998156181633531
1,stop_atr,3.0,True,False,16,0.04,1.5,0.05,3.0,0.001,602,1082,824,1.6053333333333333,True,0.0016238575145050079,0.013765281109390348,0.05368683689909389,0.0021881121189052865,0.584717607973422,0.03944059226257238,0.0,0.0,3.712624584717608,417,5,2,568,0.0035572456133009687,9a623b89cd9a,"{""2015"": 59, ""2016"": 111, ""2017"": 105, ""2018"": 143, ""2019"": 95, ""2020"": 86, ""2021"": 3}",0.33222591362126247,0.04318936877076412,0.03156146179401993,0.013289036544850499,0.579734219269103,-0.0026965568765704184,-0.004692344222778162
2,drop,0.03,True,False,17,0.03,1.5,0.05,1.5,0.001,783,1272,1047,2.088,True,0.0012220308470338595,0.009801223192111186,0.04740175706376997,0.0016940005973801258,0.5555555555555556,0.07385414446800863,0.001277139208173691,0.0,3.0932311621966795,505,5,8,737,0.0013792578161414693,8066954635bc,"{""2015"": 76, ""2016"": 146, ""2017"": 143, ""2018"": 169, ""2019"": 129, ""2020"": 116, ""2021"": 4}",0.3231162196679438,0.04342273307790549,0.1979565772669221,0.04086845466155811,0.3946360153256705,-0.003181721488513518,-0.004137485233284499
2,drop,0.04,False,True,12,0.04,1.5,0.05,1.5,0.001,680,1082,889,1.8133333333333332,True,0.002335865182471045,0.011755131163250887,0.047472468939251035,0.0018204860805274903,0.5661764705882353,0.08353820396819213,0.0014705882352941176,0.0,3.0926470588235295,448,5,8,634,0.0025971646846858704,bbf2c6fd4cc0,"{""2015"": 69, ""2016"": 125, ""2017"": 117, ""2018"": 155, ""2019"": 106, ""2020"": 105, ""2021"": 3}",0.3352941176470588,0.04264705882352941,0.18676470588235294,0.041176470588235294,0.3941176470588235,-0.003181721488513518,-0.004070136691367606
2,drop,0.05,True,False,18,0.05,1.5,0.05,1.5,0.001,559,889,729,1.4906666666666666,True,1.510579650323283e-05,0.009683200608755493,0.049095695237204695,0.0020765266560230787,0.5599284436493739,0.03187757337074408,0.0017889087656529517,0.0,3.026833631484794,373,5,9,513,0.00012993806287687817,92c24311e3c3,"{""2015"": 60, ""2016"": 104, ""2017"": 93, ""2018"": 131, ""2019"": 83, ""2020"": 87, ""2021"": 1}",0.33989266547406083,0.04114490161001789,0.19320214669051877,0.05008944543828265,0.3756708407871199,-0.003181721488513518,-0.004819201007823334
2,drop,0.06,True,False,19,0.06,1.5,0.05,1.5,0.001,441,688,565,1.176,True,0.00034320541116283253,0.011941700958206791,0.05098548865362331,0.0024278804120773005,0.5714285714285714,0.027872108957905196,0.0022675736961451248,0.0,2.873015873015873,300,5,5,397,0.00022436830926656965,640efd10c0b3,"{""2015"": 50, ""2016"": 84, ""2017"": 68, ""2018"": 102, ""2019"": 66, ""2020"": 71}",0.36507936507936506,0.047619047619047616,0.1836734693877551,0.05215419501133787,0.35147392290249435,-0.003181721488513518,-0.0052274124673412845
2,drop,0.08,True,False,20,0.08,1.5,0.05,1.5,0.001,263,402,335,0.7013333333333334,False,0.0031406897418434,0.030040282365958237,0.05540344354084399,0.0034163226823441593,0.6273764258555133,0.08372224744509232,0.0038022813688212928,0.0,2.547528517110266,186,5,4,220,0.0032461032346116523,830386994724,"{""2015"": 31, ""2016"": 52, ""2017"": 30, ""2018"": 62, ""2019"": 30, ""2020"": 58}",0.4372623574144487,0.045627376425855515,0.1634980988593156,0.049429657794676805,0.3041825095057034,-0.003181721488513518,-0.004560617754928629
2,vmult,1.0,True,False,21,0.04,1.0,0.05,1.5,0.001,999,2371,1829,2.664,True,-6.479096843570475e-05,0.007220635004965281,0.04890393731896991,0.0015472521043359774,0.5425425425425425,0.05158814145938961,0.001001001001001001,0.0,3.1331331331331334,632,5,6,947,0.0004283991342232657,306e8d822630,"{""2015"": 101, ""2016"": 178, ""2017"": 163, ""2018"": 215, ""2019"": 166, ""2020"": 167, ""2021"": 9}",0.33433433433433435,0.03803803803803804,0.1981981981981982,0.03203203203203203,0.3973973973973974,-0.003181721488513518,-0.004235589223980519
2,vmult,1.5,False,True,12,0.04,1.5,0.05,1.5,0.001,680,1082,889,1.8133333333333332,True,0.002335865182471045,0.011755131163250887,0.047472468939251035,0.0018204860805274903,0.5661764705882353,0.08353820396819213,0.0014705882352941176,0.0,3.0926470588235295,448,5,8,634,0.0025971646846858704,bbf2c6fd4cc0,"{""2015"": 69, ""2016"": 125, ""2017"": 117, ""2018"": 155, ""2019"": 106, ""2020"": 105, ""2021"": 3}",0.3352941176470588,0.04264705882352941,0.18676470588235294,0.041176470588235294,0.3941176470588235,-0.003181721488513518,-0.004070136691367606
2,vmult,2.0,True,False,22,0.04,2.0,0.05,1.5,0.001,381,480,414,1.016,True,0.0006991732709599882,0.009104230226957943,0.04936310879010388,0.002528948672781505,0.5433070866141733,0.057874607324929335,0.0,0.0,3.0288713910761156,270,5,4,345,0.0009489130400053766,f308bcab5870,"{""2015"": 35, ""2016"": 67, ""2017"": 68, ""2018"": 86, ""2019"": 64, ""2020"": 61}",0.3359580052493438,0.04199475065616798,0.1837270341207349,0.04461942257217848,0.3937007874015748,-0.003181721488513518,-0.00404010137808357
2,vmult,3.0,True,False,23,0.04,3.0,0.05,1.5,0.001,136,147,136,0.3626666666666667,False,-0.0003818693960803045,0.011302897195013428,0.05195217004015952,0.004454861828485197,0.5441176470588235,0.07498978973214804,0.0,0.0,3.198529411764706,118,4,0,124,0.0009684854001079836,3588500d4e97,"{""2015"": 15, ""2016"": 28, ""2017"": 28, ""2018"": 27, ""2019"": 20, ""2020"": 18}",0.3382352941176471,0.029411764705882353,0.125,0.058823529411764705,0.4485294117647059,-0.003181721488513518,-0.005234349274655982
2,tp,0.01,False,False,9,0.04,1.5,0.01,1.5,0.001,854,1082,989,2.2773333333333334,True,-0.0034283921292148087,0.00666749987501869,0.024526998055545667,0.0008392965952074766,0.8243559718969555,-0.015502327538935727,0.00468384074941452,0.0,0.6662763466042154,510,5,21,790,-0.0032877619768705495,ab4a78739228,"{""2015"": 88, ""2016"": 161, ""2017"": 143, ""2018"": 203, ""2019"": 126, ""2020"": 130, ""2021"": 3}",0.7997658079625293,0.01639344262295082,0.117096018735363,0.01873536299765808,0.04800936768149883,-0.005299390885499432,-0.005945609100302848
2,tp,0.02,False,False,10,0.04,1.5,0.02,1.5,0.001,794,1082,948,2.1173333333333333,True,-0.0020186597579055564,0.016634504824276197,0.03367923586611898,0.001195231356526541,0.7153652392947103,0.00970409389309646,0.003778337531486146,0.0,1.4193954659949621,490,5,17,734,-0.001784505841027337,a5ae76182284,"{""2015"": 80, ""2016"": 150, ""2017"": 132, ""2018"": 188, ""2019"": 118, ""2020"": 123, ""2021"": 3}",0.6574307304785895,0.04030226700251889,0.16498740554156172,0.02518891687657431,0.11209068010075567,-0.005006191905644127,-0.006306786625726184
2,tp,0.03,False,False,3,0.04,1.5,0.03,1.5,0.001,740,1082,922,1.9733333333333334,True,4.5162446397074354e-05,0.026601509773533927,0.04023269351945367,0.0014789832280860558,0.6486486486486487,0.047176541307194404,0.0013513513513513514,0.0,2.1067567567567567,473,5,11,686,0.00037941374892340755,f017a42a8657,"{""2015"": 73, ""2016"": 139, ""2017"": 123, ""2018"": 172, ""2019"": 114, ""2020"": 116, ""2021"": 3}",0.5432432432432432,0.0445945945945946,0.17567567567567569,0.03513513513513514,0.20135135135135135,-0.004455564638727655,-0.005852806682318307
2,tp,0.04,False,False,11,0.04,1.5,0.04,1.5,0.001,700,1082,902,1.8666666666666667,True,0.0016252023462784682,0.02750523569984309,0.04453845445737015,0.0016833953467625376,0.6,0.07362721653964681,0.0014285714285714286,0.0,2.664285714285714,455,5,10,649,0.002158752509822728,05f01430afc4,"{""2015"": 72, ""2016"": 127, ""2017"": 120, ""2018"": 161, ""2019"": 106, ""2020"": 111, ""2021"": 3}",0.42857142857142855,0.055714285714285716,0.18285714285714286,0.03857142857142857,0.29428571428571426,-0.0037934599262808644,-0.004787593268462247
2,tp,0.05,False,True,12,0.04,1.5,0.05,1.5,0.001,680,1082,889,1.8133333333333332,True,0.002335865182471045,0.011755131163250887,0.047472468939251035,0.0018204860805274903,0.5661764705882353,0.08353820396819213,0.0014705882352941176,0.0,3.0926470588235295,448,5,8,634,0.0025971646846858704,bbf2c6fd4cc0,"{""2015"": 69, ""2016"": 125, ""2017"": 117, ""2018"": 155, ""2019"": 106, ""2020"": 105, ""2021"": 3}",0.3352941176470588,0.04264705882352941,0.18676470588235294,0.041176470588235294,0.3941176470588235,-0.003181721488513518,-0.004070136691367606
2,stop_atr,0.5,False,False,13,0.04,1.5,0.05,0.5,0.001,864,1082,1013,2.304,True,-0.000760378887898773,-0.018172413078780147,0.033793785901594625,0.0011496879435523167,0.3611111111111111,0.12088417768024182,0.010416666666666666,0.0,1.4421296296296295,510,5,19,803,-0.0005462681878706292,07c3416a1d1d,"{""2015"": 89, ""2016"": 160, ""2017"": 143, ""2018"": 206, ""2019"": 133, ""2020"": 130, ""2021"": 3}",0.2465277777777778,0.03009259259259259,0.5682870370370371,0.047453703703703706,0.1076388888888889,-0.004317635577216735,-0.004076888977944964
2,stop_atr,1.0,False,False,14,0.04,1.5,0.05,1.0,0.001,767,1082,949,2.0453333333333332,True,0.00044349462244103817,0.0011399510220349018,0.043428713168843426,0.0015681199463798221,0.5045632333767927,0.08447969751760437,0.0,0.0,2.4159061277705347,481,5,7,717,0.0004338868364511358,9c824b05f814,"{""2015"": 78, ""2016"": 142, ""2017"": 129, ""2018"": 183, ""2019"": 117, ""2020"": 115, ""2021"": 3}",0.3116036505867014,0.041720990873533245,0.35853976531942633,0.03650586701434159,0.2516297262059974,-0.003630568551213923,-0.004104495131780559
2,stop_atr,1.5,False,True,12,0.04,1.5,0.05,1.5,0.001,680,1082,889,1.8133333333333332,True,0.002335865182471045,0.011755131163250887,0.047472468939251035,0.0018204860805274903,0.5661764705882353,0.08353820396819213,0.0014705882352941176,0.0,3.0926470588235295,448,5,8,634,0.0025971646846858704,bbf2c6fd4cc0,"{""2015"": 69, ""2016"": 125, ""2017"": 117, ""2018"": 155, ""2019"": 106, ""2020"": 105, ""2021"": 3}",0.3352941176470588,0.04264705882352941,0.18676470588235294,0.041176470588235294,0.3941176470588235,-0.003181721488513518,-0.004070136691367606
2,stop_atr,2.0,False,False,15,0.04,1.5,0.05,2.0,0.001,641,1082,856,1.7093333333333334,True,0.0012490585514143412,0.011941700958206791,0.049971206447313773,0.001973743986879026,0.5694227769110765,0.049782968809987733,0.0015600624024961,0.0,3.433697347893916,431,5,5,600,0.0019297340721460261,464d64ca238e,"{""2015"": 65, ""2016"": 119, ""2017"": 111, ""2018"": 147, ""2019"": 101, ""2020"": 95, ""2021"": 3}",0.33541341653666146,0.0390015600624025,0.10920436817472699,0.028081123244929798,0.48829953198127923,-0.002922126727954634,-0.003998156181633531
2,stop_atr,3.0,False,False,16,0.04,1.5,0.05,3.0,0.001,602,1082,824,1.6053333333333333,True,0.0016238575145050079,0.013765281109390348,0.05368683689909389,0.0021881121189052865,0.584717607973422,0.03944059226257238,0.0,0.0,3.712624584717608,417,5,2,568,0.0035572456133009687,9a623b89cd9a,"{""2015"": 59, ""2016"": 111, ""2017"": 105, ""2018"": 143, ""2019"": 95, ""2020"": 86, ""2021"": 3}",0.33222591362126247,0.04318936877076412,0.03156146179401993,0.013289036544850499,0.579734219269103,-0.0026965568765704184,-0.004692344222778162
